"FID_WDPA_O,N,10,0","WDPAID,N,19,15","WDPA_PID,C,52","PA_DEF,C,20",NAME,"ORIG_NAME,C,254","DESIG,C,254","DESIG_ENG,C,254","DESIG_TYPE,C,20","IUCN_CAT,C,20","STATUS,C,100","STATUS_YR,N,9,0","GOV_TYPE,C,254","FID_WWW_ed,N,10,0","OBJECTID,N,10,0","NAME_1,C,254","COUNTRY,C,254","TYPE,C,50","Region,C,55","CONTINENT,C,13",sq_km
4571,12650,12650,1,Bosawas,Bosawas,Reserva Natural,Nature Reserve,National,IV,Designated,2001,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,2
11749,41013,41013,1,Patuca,Patuca,Parque Nacional,National Park,National,VI,Designated,1987,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,2
27129,145584,145584,1,Reserva de Biosfera Bosawas,Reserva de Biosfera Bosawas,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2001,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,2
4571,12650,12650,1,Bosawas,Bosawas,Reserva Natural,Nature Reserve,National,IV,Designated,2001,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,1
11762,41045,41045,1,Tawahka Asagni,Tawahka Asagni,Reserva Bi__sfera,Biosphere Reserve,National,VI,Designated,1999,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,1
27129,145584,145584,1,Reserva de Biosfera Bosawas,Reserva de Biosfera Bosawas,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2001,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,1
7884,26621,26621,1,Maya,Maya,Reserva de la Biosfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1990,Collaborative governance,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,2
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,2
60069,306780,306780_B,1,Calakmul,Calakmul - Zona de Amortiguamiento,Reserva de la Bi__sfera,Biosphere Reserve,National,VI,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,2
7884,26621,26621,1,Maya,Maya,Reserva de la Biosfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1990,Collaborative governance,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,5
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,5
81535,354053,354053,1,Balam-Ku,Balam-Ku,Zona Sujeta a Conservaci__n Ecol__gica,Ecological Conservation,National,Not Reported,Designated,2003,Sub-national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,5
8970,30604,30604,1,Mirador - R_Áo Azul,Mirador - R_Áo Azul,Parque Nacional,National Park,National,II,Designated,1990,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,2
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,2
60068,306780,306780_A,1,Calakmul,Calakmul - Zona N__cleo,Reserva de la Bi__sfera,Biosphere Reserve,National,Ia,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,2
8970,30604,30604,1,Mirador - R_Áo Azul,Mirador - R_Áo Azul,Parque Nacional,National Park,National,II,Designated,1990,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,5
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,5
60069,306780,306780_B,1,Calakmul,Calakmul - Zona de Amortiguamiento,Reserva de la Bi__sfera,Biosphere Reserve,National,VI,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,5
9429,32359,32359,1,Ci_¨naga de Zapata,Ci_¨naga de Zapata,Parque Nacional,National Park,National,II,Designated,2008,Sub-national ministry or agency,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,2734
56385,198339,198339,1,Ci_¨naga de Zapata,Ci_¨naga de Zapata,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2000,Not Reported,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,2734
57390,302627,302627,1,Pen_Ánsula de Zapata,Pen_Ánsula de Zapata,_Ÿrea Protegida de Recursos Manejados,Protected Area of Managed Resources,National,II,Designated,2008,Not Reported,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,2734
9962,36110,36110,1,Sistema Espeleolacustre de Zapata,Sistema Espeleolacustre de Zapata,Elemento Natural Destacado,Natural Outstanding Element,National,III,Designated,2010,Sub-national ministry or agency,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,26
56385,198339,198339,1,Ci_¨naga de Zapata,Ci_¨naga de Zapata,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2000,Not Reported,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,26
57390,302627,302627,1,Pen_Ánsula de Zapata,Pen_Ánsula de Zapata,_Ÿrea Protegida de Recursos Manejados,Protected Area of Managed Resources,National,II,Designated,2008,Not Reported,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,26
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,6
17817,102817,102817,1,Naacht__n - Dos Lagunas,Naacht__n - Dos Lagunas,Biotopo Protegido,Protected Biotope,National,II,Designated,1990,Collaborative governance,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,6
60068,306780,306780_A,1,Calakmul,Calakmul - Zona N__cleo,Reserva de la Bi__sfera,Biosphere Reserve,National,Ia,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,6
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
17817,102817,102817,1,Naacht__n - Dos Lagunas,Naacht__n - Dos Lagunas,Biotopo Protegido,Protected Biotope,National,II,Designated,1990,Collaborative governance,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
60069,306780,306780_B,1,Calakmul,Calakmul - Zona de Amortiguamiento,Reserva de la Bi__sfera,Biosphere Reserve,National,VI,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
27090,145525,145525,1,Humedal Caribe Noreste,Humedal Caribe Noreste,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1996,Not Reported,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,1
40347,168129,168129,1,Corredor Fronterizo,Corredor Fronterizo,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Designated,1961,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,1
57279,302128,302128,1,R_Áo San Juan,R_Áo San Juan,Refugio de Vida Silvestre,Wildlife Refuge,National,IV,Designated,1999,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,1
391,612,612,1,Kluane National Park Reserve Of Canada,Kluane National Park Reserve Of Canada,National Park,National Park,National,II,Designated,1972,Federal or national ministry or agency,87,124,,Canada,,Northern Boreal,North America,0
394,615,615,1,Banff National Park Of Canada,Banff National Park Of Canada,National Park,National Park,National,II,Designated,1885,Federal or national ministry or agency,89,126,Iinnii Home  Land,USA,WCS areas of work,,North America,8
395,616,616,1,Nahanni National Park Reserve Of Canada,Nahanni National Park Reserve Of Canada,National Park,National Park,National,II,Designated,1972,Federal or national ministry or agency,87,124,,Canada,,Northern Boreal,North America,3383
404,626,626,1,Waterton Lakes National Park Of Canada,Waterton Lakes National Park Of Canada,National Park,National Park,National,II,Designated,1895,Federal or national ministry or agency,89,126,Iinnii Home  Land,USA,WCS areas of work,,North America,1
677,983,983,1,Grand Teton,Grand Teton,National Park,National Park,National,II,Designated,0,Federal or national ministry or agency,90,127,High Divide,USA,WCS areas of work,,North America,1116
687,1006,1006,1,Gates of the Arctic,Gates of the Arctic,Conservation Easement,Conservation Easement,National,II,Designated,0,Federal or national ministry or agency,1,3,Gates of the Arctic,USA,WCS areas of work,Arctic Beringia,North America,12
688,1007,1007,1,Ghost River Wilderness Area,Ghost River Wilderness Area,Wilderness Area,Wilderness Area,National,Ia,Designated,1967,Sub-national ministry or agency,89,126,Iinnii Home  Land,USA,WCS areas of work,,North America,150
689,1008,1008,1,Noatak,Noatak,National Preserve,National Preserve,National,V,Designated,1980,Federal or national ministry or agency,1,3,Gates of the Arctic,USA,WCS areas of work,Arctic Beringia,North America,2
689,1008,1008,1,Noatak,Noatak,National Preserve,National Preserve,National,V,Designated,1980,Federal or national ministry or agency,2,4,Noatak,USA,WCS areas of work,Arctic Beringia,North America,26459
689,1008,1008,1,Noatak,Noatak,National Preserve,National Preserve,National,V,Designated,1980,Federal or national ministry or agency,3,5,Kobuk Valley,USA,WCS areas of work,Arctic Beringia,North America,0
689,1008,1008,1,Noatak,Noatak,National Preserve,National Preserve,National,V,Designated,1980,Federal or national ministry or agency,12,14,Utukok River,USA,WCS areas of work,Arctic Beringia,North America,5
691,1010,1010,1,Glacier Bay National Park & Preserve,Glacier Bay National Park & Preserve,Marine Protected Area,Marine Protected Area,National,Not Reported,Designated,1925,Federal or national ministry or agency,87,124,,Canada,,Northern Boreal,North America,0
693,1015,1015,1,Kobuk Valley,Kobuk Valley,National Park,National Park,National,II,Designated,0,Federal or national ministry or agency,2,4,Noatak,USA,WCS areas of work,Arctic Beringia,North America,13
693,1015,1015,1,Kobuk Valley,Kobuk Valley,National Park,National Park,National,II,Designated,0,Federal or national ministry or agency,3,5,Kobuk Valley,USA,WCS areas of work,Arctic Beringia,North America,6921
693,1015,1015,1,Kobuk Valley,Kobuk Valley,National Park,National Park,National,II,Designated,0,Federal or national ministry or agency,6,8,Selawik NWR,USA,WCS areas of work,Arctic Beringia,North America,0
695,1017,1017,1,Cape Krusenstern National Monument,Cape Krusenstern National Monument,Marine Protected Area,Marine Protected Area,National,Not Reported,Designated,1980,Federal or national ministry or agency,0,2,Cape Krusenstern,USA,WCS areas of work,Arctic Beringia,North America,2612
698,1027,1027,1,Craters of the Moon - National Monument,Craters of the Moon - National Monument,National Monument,National Monument,National,V,Designated,0,Federal or national ministry or agency,90,127,High Divide,USA,WCS areas of work,,North America,2140
1112,2004,2004,1,Dinosaur Provincial Park,Parc provincial Dinosaur,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1979,Not Reported,89,126,Iinnii Home  Land,USA,WCS areas of work,,North America,19
1120,2013,2013,1,Yellowstone National Park,Parc national de Yellowstone,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1978,Not Reported,90,127,High Divide,USA,WCS areas of work,,North America,112
1124,2018,2018,1,Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek,Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1979,Not Reported,87,124,,Canada,,Northern Boreal,North America,2
1134,2057,2057,1,Waterton Lakes National Park,Waterton Lakes National Park,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1979,Not Reported,89,126,Iinnii Home  Land,USA,WCS areas of work,,North America,118
1158,2131,2131,1,Yellowstone,Yellowstone,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1976,Not Reported,90,127,High Divide,USA,WCS areas of work,,North America,36
1159,2134,2134,1,Waterton Glacier International Peace,Waterton Glacier International Peace,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1976,Not Reported,89,126,Iinnii Home  Land,USA,WCS areas of work,,North America,312
1415,2895,2895,1,Lee Metcalf,Lee Metcalf,National Wildlife Refuge,National Wildlife Refuge,National,IV,Designated,1963,Federal or national ministry or agency,90,127,High Divide,USA,WCS areas of work,,North America,11
1420,2904,2904,1,Arctic National Wildlife Refuge,Arctic National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,IV,Designated,1960,Federal or national ministry or agency,5,7,Arctic,USA,WCS areas of work,Arctic Beringia,North America,79935
1429,2914,2914,1,Grays Lake,Grays Lake,National Wildlife Refuge,National Wildlife Refuge,National,IV,Designated,0,Federal or national ministry or agency,90,127,High Divide,USA,WCS areas of work,,North America,20
1442,2946,2946,1,Selawik,Selawik,National Wildlife Refuge,National Wildlife Refuge,National,IV,Designated,1980,Federal or national ministry or agency,3,5,Kobuk Valley,USA,WCS areas of work,Arctic Beringia,North America,0
1442,2946,2946,1,Selawik,Selawik,National Wildlife Refuge,National Wildlife Refuge,National,IV,Designated,1980,Federal or national ministry or agency,6,8,Selawik NWR,USA,WCS areas of work,Arctic Beringia,North America,10926
1841,4174,4174,1,Cypress Hills Provincial Park,Cypress Hills Provincial Park,Provincial Park,Provincial Park,National,II,Designated,1951,Sub-national ministry or agency,89,126,Iinnii Home  Land,USA,WCS areas of work,,North America,207
1842,4176,4176,1,Spatsizi Plateau Wilderness Park,Spatsizi Plateau Wilderness Park,A - Park,A - Park,National,II,Designated,1975,Sub-national ministry or agency,87,124,,Canada,,Northern Boreal,North America,6963
1844,4178,4178,1,Atlin/A Teix'Gi Aan Tlein Park,Atlin/A Teix'Gi Aan Tlein Park,A - Park,A - Park,National,II,Designated,1973,Sub-national ministry or agency,87,124,,Canada,,Northern Boreal,North America,1618
1846,4180,4180,1,Kwadacha Wilderness Park,Kwadacha Wilderness Park,A - Park,A - Park,National,Ib,Designated,1973,Sub-national ministry or agency,87,124,,Canada,,Northern Boreal,North America,1303
1847,4181,4181,1,Mount Edziza Park,Mount Edziza Park,A - Park,A - Park,National,Ib,Designated,1972,Sub-national ministry or agency,87,124,,Canada,,Northern Boreal,North America,2658
1848,4183,4183,1,Tatlatui Park,Tatlatui Park,A - Park,A - Park,National,Ib,Designated,1973,Sub-national ministry or agency,87,124,,Canada,,Northern Boreal,North America,1011
1855,4191,4191,1,Dinosaur Provincial Park,Dinosaur Provincial Park,Provincial Park,Provincial Park,National,II,Designated,1955,Sub-national ministry or agency,89,126,Iinnii Home  Land,USA,WCS areas of work,,North America,16
1856,4193,4193,1,Siffleur Wilderness Area,Siffleur Wilderness Area,Wilderness Area,Wilderness Area,National,Ia,Designated,1965,Sub-national ministry or agency,89,126,Iinnii Home  Land,USA,WCS areas of work,,North America,63
3689,10543,10543,1,Yukon Flats,Yukon Flats,National Wildlife Refuge,National Wildlife Refuge,National,IV,Designated,1978,Federal or national ministry or agency,5,7,Arctic,USA,WCS areas of work,Arctic Beringia,North America,0
