FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Reason,sq_km
5870,0,30040,Caribbean,Haiti,HTI,Lac Azu├®i - Trou Caiman,Lac Azu├®i - Trou Caiman,,18.5811177503,-72.0144507057,,confirmed,,16267,little/none,0,"Provided by Veronica Anbon, BirdLife Caribbean Office. CEPF Caribbean Profile 2017",CEPF Profile uses the previous KBA polygon. Overlaps present with Massif de la Selle AZE which will later be reviewed.,4. refined polygon,CEPF Caribbean Profile 2017,,05/20/12,,,"CR/EN, VU, endemic",31,49,,,Dominican Republic,Hispanola,,0
5878,0,20482,Caribbean,Haiti,HTI,Lac Azu├®i,Lac Azu├®i,HT006,18.5688717967,-71.991050136,confirmed,superseded,,13241,little/none,0,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,other,31,49,,,Dominican Republic,Hispanola,,0
10010,0,14402,South America,Colombia,COL,Valle de San Salvador,Valle de San Salvador,CO004,11.1189604368,-73.5340754518,confirmed,confirmed,,59350,most,3,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,,07/18/13,,02/10/16,"CR/EN, VU, endemic, other",22,31,,,Colombia,Sierra Nevada de Santa Marta,,323
15508,0,26529,South America,Colombia,COL,Sierra Nevada de Santa Marta National Natural Park and surrounding areas,Sierra Nevada de Santa Marta National Natural Park and surrounding areas,,10.9327285724,-73.5994211318,,confirmed,confirmed,401448,most,3,"G├│mez-Laverde, M. & Pacheco, V. 2008. Thomasomys monochromos. The IUCN Red List of Threatened Species 2008: e.T21783A9318786. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T21783A9318786.en. Downloaded on 27 December 2016.; Patterson, B. & Lacher, T. 2011",Slight change from existing AZE.  Polygon based on Protected Area March 2020 boundary,3. draft polygon,AZE (2018),,02/10/16,,03/26/20,"CR/EN, VU",22,31,,,Colombia,Sierra Nevada de Santa Marta,,323
10018,0,14417,South America,Colombia,COL,Valle del R├¡o Fr├¡o,Valle del R├¡o Fr├¡o,CO007,10.9042102726,-74.0844384102,confirmed,confirmed,,37243,some,1,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,,07/18/13,,02/10/16,"CR/EN, VU, endemic, other",22,31,,,Colombia,Sierra Nevada de Santa Marta,,50
15508,0,26529,South America,Colombia,COL,Sierra Nevada de Santa Marta National Natural Park and surrounding areas,Sierra Nevada de Santa Marta National Natural Park and surrounding areas,,10.9327285724,-73.5994211318,,confirmed,confirmed,401448,most,3,"G├│mez-Laverde, M. & Pacheco, V. 2008. Thomasomys monochromos. The IUCN Red List of Threatened Species 2008: e.T21783A9318786. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T21783A9318786.en. Downloaded on 27 December 2016.; Patterson, B. & Lacher, T. 2011",Slight change from existing AZE.  Polygon based on Protected Area March 2020 boundary,3. draft polygon,AZE (2018),,02/10/16,,03/26/20,"CR/EN, VU",22,31,,,Colombia,Sierra Nevada de Santa Marta,,50
10019,0,14418,South America,Colombia,COL,Cuchilla de San Lorenzo,Cuchilla de San Lorenzo,CO005,11.1769397932,-73.9828585125,confirmed,confirmed,,55241,some,4,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office,3. draft polygon,BirdLife / CEPF,,07/18/13,,02/10/16,"CR/EN, VU, endemic, other",22,31,,,Colombia,Sierra Nevada de Santa Marta,,113
15508,0,26529,South America,Colombia,COL,Sierra Nevada de Santa Marta National Natural Park and surrounding areas,Sierra Nevada de Santa Marta National Natural Park and surrounding areas,,10.9327285724,-73.5994211318,,confirmed,confirmed,401448,most,3,"G├│mez-Laverde, M. & Pacheco, V. 2008. Thomasomys monochromos. The IUCN Red List of Threatened Species 2008: e.T21783A9318786. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T21783A9318786.en. Downloaded on 27 December 2016.; Patterson, B. & Lacher, T. 2011",Slight change from existing AZE.  Polygon based on Protected Area March 2020 boundary,3. draft polygon,AZE (2018),,02/10/16,,03/26/20,"CR/EN, VU",22,31,,,Colombia,Sierra Nevada de Santa Marta,,113
11177,0,27058,Caribbean,Dominican Republic,DOM,Parque Nacional Jos├® del Carmen Ram├¡rez,Parque Nacional Jos├® del Carmen Ram├¡rez,,18.999582096,-71.061229471,,confirmed,,76291,whole,1,Boundary taken from the August 2019 WDPA boundary,Boundary taken from the March 2017 WDPA,4. refined polygon,CEPF Caribbean Profile 2017,,03/28/17,,03/28/17,"CR/EN, VU",31,49,,,Dominican Republic,Hispanola,,0
14879,0,19870,Caribbean,Dominican Republic,DOM,Parque Nacional Dr Juan Bautista P├®rez Rancier (Valle Nuevo),Parque Nacional Dr Juan Bautista P├®rez Rancier (Valle Nuevo),DO011,18.7924310809,-70.6477736236,confirmed,confirmed,,90635,whole,4,IBA Directory Process.  CEPF Caribbean Profile 2017.,Polygon based on WDPA August 2019,4. refined polygon,,,07/13/17,,07/13/17,"CR/EN, VU, endemic",31,49,,,Dominican Republic,Hispanola,,0
11177,0,27058,Caribbean,Dominican Republic,DOM,Parque Nacional Jos├® del Carmen Ram├¡rez,Parque Nacional Jos├® del Carmen Ram├¡rez,,18.999582096,-71.061229471,,confirmed,,76291,whole,1,Boundary taken from the August 2019 WDPA boundary,Boundary taken from the March 2017 WDPA,4. refined polygon,CEPF Caribbean Profile 2017,,03/28/17,,03/28/17,"CR/EN, VU",31,49,,,Dominican Republic,Hispanola,,9
14880,0,19835,Caribbean,Dominican Republic,DOM,Parque Nacional Armando Berm├║dez,Armando Bermudez National Park,DO003,19.1630496121,-71.0965757601,confirmed,confirmed,,80221,whole,1,CEPF Caribbean Profile 2017,Boundary taken from the March 2017 WDPA,4. refined polygon,,,10/09/09,,07/13/17,"CR/EN, VU, endemic",31,49,,,Dominican Republic,Hispanola,,9
14726,0,20410,Central America,Costa Rica,CRI,Cordillera de Talamanca,Talamanca Highlands,CR009,9.4729640819,-83.4614945584,confirmed,,,433511,most,17,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,1966
14727,0,26573,Central America,Costa Rica,CRI,Cordillera de Talamanca Sur,Cordillera de Talamanca Sur,,9.3233770098,-83.143139395,,confirmed,confirmed,197831,most,5,Created by AZE process from various sources,KBA,3. draft polygon,AZE (2018),,10/09/09,,,CR/EN,35,53,,,"Cost Rica, Panama",,,1966
15134,0,14424,South America,Colombia,COL,Cerro Pintado (Serran├¡a de Perij├í),Cerro Pintado (Serran├¡a de Perij├í),CO071,10.4949822264,-72.8840699998,confirmed,confirmed,confirmed,9297,most,2,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile. WDPA Jan 2020,Recieved from Regional Office. WDPA Jan 2020,3. draft polygon,BirdLife / CEPF,,07/18/13,,01/31/20,"CR/EN, VU, endemic, other",23,32,,,Colombia y Venezuela,Perij├í,,0
15630,0,14976,South America,Venezuela,VEN,Zona Protectora San Rafael de Guasare,Zona Protectora San Rafael de Guasare,VE017,10.8333044343,-72.3913639145,confirmed,confirmed,,362355,most,1,Original boundary defined by IBA Directory Process was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office. Modified boundary to country limits based on GADM v3.6 administrative layer.,3. draft polygon,Birdlife International,,07/18/13,,07/10/20,"CR/EN, VU, endemic, other",23,32,,,Colombia y Venezuela,Perij├í,,0
3755,0,26572,Central America,Costa Rica,CRI,Cordillera de Talamanca Norte,Cordillera de Talamanca Norte,,9.5984317344,-83.7285181351,,confirmed,confirmed,235679,most,12,Created by AZE process from various sources,KBA,3. draft polygon,AZE (2018),,10/09/09,,,CR/EN,35,53,,,"Cost Rica, Panama",,,0
3757,0,20412,Central America,Costa Rica,CRI,"Los Santos, La Amistad Pac├¡fico","Los Santos, La Amistad Pac├¡fico",CR011,9.3127922276,-83.5703032489,confirmed,,,134835,some,6,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14726,0,20410,Central America,Costa Rica,CRI,Cordillera de Talamanca,Talamanca Highlands,CR009,9.4729640819,-83.4614945584,confirmed,,,433511,most,17,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
3755,0,26572,Central America,Costa Rica,CRI,Cordillera de Talamanca Norte,Cordillera de Talamanca Norte,,9.5984317344,-83.7285181351,,confirmed,confirmed,235679,most,12,Created by AZE process from various sources,KBA,3. draft polygon,AZE (2018),,10/09/09,,,CR/EN,35,53,,,"Cost Rica, Panama",,,0
3763,0,20419,Central America,Costa Rica,CRI,La Amistad Caribe,La Amistad Caribe,CR020,9.7273496641,-83.2641159677,confirmed,,,362815,some,14,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14726,0,20410,Central America,Costa Rica,CRI,Cordillera de Talamanca,Talamanca Highlands,CR009,9.4729640819,-83.4614945584,confirmed,,,433511,most,17,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
3755,0,26572,Central America,Costa Rica,CRI,Cordillera de Talamanca Norte,Cordillera de Talamanca Norte,,9.5984317344,-83.7285181351,,confirmed,confirmed,235679,most,12,Created by AZE process from various sources,KBA,3. draft polygon,AZE (2018),,10/09/09,,,CR/EN,35,53,,,"Cost Rica, Panama",,,9
13837,0,26569,Central America,Costa Rica,CRI,Barbilla - Pacuare,Barbilla - Pacuare,,9.96258864,-83.4432108029,,confirmed,confirmed,62343,some,4,"Bola├▒os, F., Wake, D. & Savage, J. 2008. Nototriton major. The IUCN Red List of Threatened Species 2008: e.T59298A11902166. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T59298A11902166.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),,07/18/13,,,CR/EN,35,53,,,"Cost Rica, Panama",,,9
14726,0,20410,Central America,Costa Rica,CRI,Cordillera de Talamanca,Talamanca Highlands,CR009,9.4729640819,-83.4614945584,confirmed,,,433511,most,17,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,9
3757,0,20412,Central America,Costa Rica,CRI,"Los Santos, La Amistad Pac├¡fico","Los Santos, La Amistad Pac├¡fico",CR011,9.3127922276,-83.5703032489,confirmed,,,134835,some,6,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14726,0,20410,Central America,Costa Rica,CRI,Cordillera de Talamanca,Talamanca Highlands,CR009,9.4729640819,-83.4614945584,confirmed,,,433511,most,17,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14727,0,26573,Central America,Costa Rica,CRI,Cordillera de Talamanca Sur,Cordillera de Talamanca Sur,,9.3233770098,-83.143139395,,confirmed,confirmed,197831,most,5,Created by AZE process from various sources,KBA,3. draft polygon,AZE (2018),,10/09/09,,,CR/EN,35,53,,,"Cost Rica, Panama",,,0
3763,0,20419,Central America,Costa Rica,CRI,La Amistad Caribe,La Amistad Caribe,CR020,9.7273496641,-83.2641159677,confirmed,,,362815,some,14,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14726,0,20410,Central America,Costa Rica,CRI,Cordillera de Talamanca,Talamanca Highlands,CR009,9.4729640819,-83.4614945584,confirmed,,,433511,most,17,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14727,0,26573,Central America,Costa Rica,CRI,Cordillera de Talamanca Sur,Cordillera de Talamanca Sur,,9.3233770098,-83.143139395,,confirmed,confirmed,197831,most,5,Created by AZE process from various sources,KBA,3. draft polygon,AZE (2018),,10/09/09,,,CR/EN,35,53,,,"Cost Rica, Panama",,,0
3909,0,20762,Central America,Belize,BLZ,Northeastern Belize,Northeastern Belize,BZ001,18.1612181729,-88.1728449125,confirmed,,,233205,some,14,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, endemic, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,0
3911,0,20764,Central America,Belize,BLZ,Coastal and near shore islands,Belize Coastal and near shore islands,BZ004,16.9732979375,-88.3774656039,confirmed,,,697013,some,38,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, endemic, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,0
13847,0,20766,Central America,Belize,BLZ,Off-shore and Barrier Islands,Belize Off-shore and Barrier Islands,BZ005,17.0389264353,-87.9187174383,confirmed,confirmed,confirmed,1072926,some,41,"Rocha, L.A. 2015. Halichoeres socialis. The IUCN Red List of Threatened Species 2015: e.T187435A46944387. http://dx.doi.org/10.2305/IUCN.UK.2015-4.RLTS.T187435A46944387.en. Downloaded on 26 April 2017.",Based on existing KBA boundaries,4. refined polygon,AZE (2018),,10/09/09,,11/21/18,"CR/EN, endemic, migratory birds/congregations",32,50,,,"Mexico, Belize",Maya Forest and Coast,,0
4336,0,23469,Central America,Honduras,HND,Tawahka,Tawahka,HN013,14.8922536939,-85.0897273482,confirmed,,,252016,whole,1,Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),3. draft polygon,,,08/13/10,,,"CR/EN, VU, endemic, other",33,51,,,"Honduras, Nicaragua",,,0
4337,0,23471,Central America,Honduras,HND,Parque Nacional Patuca,Parque Nacional Patuca,HN016,14.4312838301,-85.4465811358,confirmed,,,376485,whole,1,Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),3. draft polygon,,,08/13/10,,,"CR/EN, VU, endemic, migratory birds/congregations, other",33,51,,,"Honduras, Nicaragua",,,0
14222,0,23470,Central America,Honduras,HND,R├¡o Pl├ítano,Rio Platano,HN008,15.4603907555,-84.9074047213,confirmed,confirmed,confirmed,797571,whole,4,"Larry David Wilson, Bruce Young. 2004. Craugastor pechorum. The IUCN Red List of Threatened Species 2004: e.T56838A11543291. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T56838A11543291.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),,08/13/10,,,"CR/EN, VU, endemic, migratory birds/congregations, other",33,51,,,"Honduras, Nicaragua",,,0
14521,0,19263,Central America,Panama,PAN,Parque Internacional La Amistad,La Amistad International Park,PA003,9.1382269474,-82.71581326,confirmed,confirmed,confirmed,208345,whole,5,"IUCN SSC Amphibian Specialist Group & NatureServe. 2014. Bolitoglossa compacta. The IUCN Red List of Threatened Species 2014: e.T59148A3076736. http://dx.doi.org/10.2305/IUCN.UK.2014-1.RLTS.T59148A3076736.en. Downloaded on 24 February 2017.; Sol├¡s, F.,",No change from existing AZE (merge of KBAs 19263 and 22557 wth small hollow filled in),4. refined polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,12
14726,0,20410,Central America,Costa Rica,CRI,Cordillera de Talamanca,Talamanca Highlands,CR009,9.4729640819,-83.4614945584,confirmed,,,433511,most,17,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,12
14727,0,26573,Central America,Costa Rica,CRI,Cordillera de Talamanca Sur,Cordillera de Talamanca Sur,,9.3233770098,-83.143139395,,confirmed,confirmed,197831,most,5,Created by AZE process from various sources,KBA,3. draft polygon,AZE (2018),,10/09/09,,,CR/EN,35,53,,,"Cost Rica, Panama",,,12
3763,0,20419,Central America,Costa Rica,CRI,La Amistad Caribe,La Amistad Caribe,CR020,9.7273496641,-83.2641159677,confirmed,,,362815,some,14,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14521,0,19263,Central America,Panama,PAN,Parque Internacional La Amistad,La Amistad International Park,PA003,9.1382269474,-82.71581326,confirmed,confirmed,confirmed,208345,whole,5,"IUCN SSC Amphibian Specialist Group & NatureServe. 2014. Bolitoglossa compacta. The IUCN Red List of Threatened Species 2014: e.T59148A3076736. http://dx.doi.org/10.2305/IUCN.UK.2014-1.RLTS.T59148A3076736.en. Downloaded on 24 February 2017.; Sol├¡s, F.,",No change from existing AZE (merge of KBAs 19263 and 22557 wth small hollow filled in),4. refined polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14726,0,20410,Central America,Costa Rica,CRI,Cordillera de Talamanca,Talamanca Highlands,CR009,9.4729640819,-83.4614945584,confirmed,,,433511,most,17,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14727,0,26573,Central America,Costa Rica,CRI,Cordillera de Talamanca Sur,Cordillera de Talamanca Sur,,9.3233770098,-83.143139395,,confirmed,confirmed,197831,most,5,Created by AZE process from various sources,KBA,3. draft polygon,AZE (2018),,10/09/09,,,CR/EN,35,53,,,"Cost Rica, Panama",,,0
6819,0,26182,North America,USA,USA,American Falls Reservoir,American Falls Reservoir,,42.9571673629,-112.691492323,confirmed,,,35214,little/none,0,State Audubon,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,61,0,,,USA,Selmon-Selway Willderness,,49
6820,0,26183,North America,USA,USA,Bear Lake National Wildlife Refuge,Bear Lake National Wildlife Refuge,,42.1654693468,-111.31698125,confirmed,,,7295,whole,1,State Audubon,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,60,0,,,USA,Greater Yellowstone,,73
