FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,TRIGGERS,FID_WWW_ed,OBJECTID_1,NAME,at_risk,Map_number,COUNTRY_1,TYPE,CONTINENT,sq_km
14025,0,18215,Asia,India,IND,Kemmangundi and Bababudan Hills,Kemmangundi and Bababudan Hills,IN192,13.4634830835,75.7457532113,confirmed,confirmed,confirmed,26180,little/none,0,"IUCN SSC Amphibian Specialist Group,. 2012. Nyctibatrachus dattatreyaensis. The IUCN Red List of Threatened Species 2012: e.T173018A1375545. http://dx.doi.org/10.2305/IUCN.UK.2012-1.RLTS.T173018A1375545.en. Downloaded on 24 February 2017.",Based on existing KBA boundaries,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,70
14034,0,18219,Asia,India,IND,Kudremukh National Park,Kudremukh National Park,IN196,13.2326476076,75.2143295323,confirmed,confirmed,confirmed,77203,whole,2,"S.D. Biju, Sushil Dutta, M.S. Ravichandran. 2004.┬áNyctibatrachus karnatakaensis. The IUCN Red List of Threatened Species 2004: e.T58399A11768152.┬áhttp://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T58399A11768152.en.┬áDownloaded on┬á24 February 2017.",Based on existing KBA boundaries,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,772
14121,0,24982,Asia,India,IND,Munnar,Munnar,,10.0717138242,77.0091292995,,confirmed,confirmed,8983,little/none,1,"S.D. Biju, Sushil Dutta, Karthikeyan Vasudevan, S.P. Vijayakumar, Chelmala Srinivasulu. 2004. Raorchestes chalazodes. The IUCN Red List of Threatened Species 2004: e.T58829A11847257. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T58829A11847257.en. Downlo*",No change from existing AZE,4. refined polygon,AZE (2018),CR/EN,68,99,Western Ghats,,,India,,Asia,57
14736,0,18030,Asia,India,IND,Sri Lankamalleswara Wildlife Sanctuary,Sri Lankamalleswara Wildlife Sanctuary,IN226,14.5772351133,78.908138533,confirmed,confirmed,de-listed,48360,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,"CR/EN, endemic",67,97,,,,India,,Asia,483
14764,0,24946,Asia,India,IND,Gundia Forests,Gundia Forests,,12.7810167801,75.5763971571,,confirmed,de-listed,6590,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,66
14765,0,18398,Asia,India,IND,Naduvattam,Naduvattam,IN274,11.4380198038,76.5476137113,confirmed,confirmed,de-listed,2110,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,21
14973,0,46906,Asia,India,IND,Anamudi Shola National Park,Anamudi Shola National Park,,10.195901083,77.2012751273,confirmed,,,2562,little/none,1,BNHS 2015 IBA Directory of India,Central coordinates calculated from the range given.,3. draft polygon,BNHS,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,26
15048,0,47244,Asia,India,IND,Annaikal Hills,Annaikal Hills,,10.881072105,76.7414514292,,confirmed,confirmed,1569,,0,AZE 2018,Based on species range information,3. draft polygon,AZE 2018,CR/EN,68,99,Western Ghats,,,India,,Asia,16
15543,0,46912,Asia,India,IND,Muthikulam-Siruvani Reserve Forest,Muthikulam-Siruvani Reserve Forest,,10.9650903939,76.621443319,confirmed,,,28478,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,-,BNHS,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,225
15544,0,46911,Asia,India,IND,Mathikettan Shola National Park,Mathikettan Shola National Park,,9.9655708342,77.2208392566,confirmed,,,4502,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,-,BNHS,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,15
15545,0,46910,Asia,India,IND,Mankulam Forest Division,Mankulam Forest Division,,10.0781733981,76.9786350565,confirmed,,,6032,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,-,BNHS,"VU, endemic",68,99,Western Ghats,,,India,,Asia,27
15546,0,46908,Asia,India,IND,Kurinjimala Wildlife Sanctuary,Kurinjimala Wildlife Sanctuary,,10.2104607122,77.2681800909,confirmed,,,2247,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,-,BNHS,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,22
15547,0,46907,Asia,India,IND,CamelÔÇÖs Hump Mountains,CamelÔÇÖs Hump Mountains,,11.3957372435,76.1178193476,confirmed,,,69587,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,-,BNHS,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,481
15548,0,24937,Asia,India,IND,Bondla Wildlife Sanctuary,Bondla Wildlife Sanctuary,,15.432180837,74.1081424392,confirmed,confirmed,,2899,whole,1,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,2
15556,0,18464,Asia,India,IND,Sundarbans Biosphere Reserve (National Park),Sundarbans Biosphere Reserve (National Park),IN326,21.8754781078,88.7667954069,confirmed,,,363657,whole,4,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,"CR/EN, VU",66,95,Sunderbans,,,Bangladesh,,Asia,2110
15559,0,46913,Asia,India,IND,Pampadum Shola National Park,Pampadum Shola National Park,,10.1429838024,77.2600280205,confirmed,,,1275,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,-,BNHS,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,13
15560,0,18255,Asia,India,IND,Ranni Reserve Forest,Ranni Reserve Forest,IN249,9.323916729,77.0839328604,confirmed,confirmed,,97155,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015 / BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,806
15561,0,18203,Asia,India,IND,Bandipur National Park,Bandipur National Park,IN180,11.7747651653,76.489925015,confirmed,confirmed,,94893,whole,5,Imported from CEPF Western Ghats Hotspot Profile in September 2015 and BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS / CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,852
15562,0,18202,Asia,India,IND,Anshi National Park,Anshi National Park,IN179,15.0091242017,74.3776662063,confirmed,confirmed,,39389,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015 / BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,CEPF / BNHS,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,367
2701,0,15229,Asia,Bangladesh,BGD,"Sunderbans (East, South, West Wildlife Sanctuaries)","Sunderbans (East, South, West Wildlife Sanctuaries)",BD010,21.8109465559,89.3958451994,confirmed,,,156567,whole,5,Bangladesh Forest Department,,3. draft polygon,,"CR/EN, VU, migratory birds/congregations",66,95,Sunderbans,,,Bangladesh,,Asia,4
15556,0,18464,Asia,India,IND,Sundarbans Biosphere Reserve (National Park),Sundarbans Biosphere Reserve (National Park),IN326,21.8754781078,88.7667954069,confirmed,,,363657,whole,4,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,"CR/EN, VU",66,95,Sunderbans,,,Bangladesh,,Asia,4
3048,0,18031,Asia,India,IND,Sri Penusila Narasimha Wildlife Sanctuary,Sri Penusila Narasimha Wildlife Sanctuary,IN227,14.381739314,79.2815258592,confirmed,,,127155,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,"CR/EN, VU, endemic",67,97,,,,India,,Asia,0
14736,0,18030,Asia,India,IND,Sri Lankamalleswara Wildlife Sanctuary,Sri Lankamalleswara Wildlife Sanctuary,IN226,14.5772351133,78.908138533,confirmed,confirmed,de-listed,48360,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,"CR/EN, endemic",67,97,,,,India,,Asia,0
3197,0,18252,Asia,India,IND,Peechi - Vazhani Wildlife Sanctuary,Peechi - Vazhani Wildlife Sanctuary,IN246,10.5318686635,76.3818479907,confirmed,confirmed,,17799,whole,1,"Original boundary recieved from Partner in August 2010, merged with alternative CEPF boundary pending further information",Digitized by BNHS,3. draft polygon,BNHS - CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,0
9063,0,18240,Asia,India,IND,Chimmony Wildlife Sanctuary,Chimmony Wildlife Sanctuary,IN234,10.4431569303,76.4914757997,confirmed,confirmed,,7959,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,0
9014,0,18125,Asia,India,IND,Bhagwan Mahavir Wildlife Sanctuary (including Molem),Bhagwan Mahavir Wildlife Sanctuary (including Molem),IN174,15.3562407639,74.2490742228,confirmed,confirmed,,22883,whole,4,Recieved from Partner in August 2010 and Imported from CEPF Western Ghats Hotspot Profile in September 2015,Digitized by BNHS,4. refined polygon,BNHS / CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,59
9017,0,18206,Asia,India,IND,Bhimgad Forests,Bhimgad Forests,IN183,15.4984831535,74.3052721815,confirmed,confirmed,,60134,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,59
9014,0,18125,Asia,India,IND,Bhagwan Mahavir Wildlife Sanctuary (including Molem),Bhagwan Mahavir Wildlife Sanctuary (including Molem),IN174,15.3562407639,74.2490742228,confirmed,confirmed,,22883,whole,4,Recieved from Partner in August 2010 and Imported from CEPF Western Ghats Hotspot Profile in September 2015,Digitized by BNHS,4. refined polygon,BNHS / CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,1
9066,0,18210,Asia,India,IND,Dandeli Wildlife Sanctuary,Dandeli Wildlife Sanctuary,IN187,15.1508759534,74.4812624894,confirmed,confirmed,,90264,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,1
9014,0,18125,Asia,India,IND,Bhagwan Mahavir Wildlife Sanctuary (including Molem),Bhagwan Mahavir Wildlife Sanctuary (including Molem),IN174,15.3562407639,74.2490742228,confirmed,confirmed,,22883,whole,4,Recieved from Partner in August 2010 and Imported from CEPF Western Ghats Hotspot Profile in September 2015,Digitized by BNHS,4. refined polygon,BNHS / CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,101
9094,0,24980,Asia,India,IND,Molem National Park,Molem National Park,,15.3373538406,74.2797426923,,confirmed,,10490,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,101
9015,0,18128,Asia,India,IND,Mhadei Wildlife Sanctuary and area,Mhadei Wildlife Sanctuary and area,IN177,15.5789838546,74.1968815354,confirmed,confirmed,,22528,some,1,"Recieved from Partner in August 2010, retained in preference to CEPF profile placeholder circle",Digitized by BNHS,3. draft polygon,BNHS,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,23
9017,0,18206,Asia,India,IND,Bhimgad Forests,Bhimgad Forests,IN183,15.4984831535,74.3052721815,confirmed,confirmed,,60134,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,23
9016,0,18205,Asia,India,IND,Bhadra Wildlife Sanctuary,Bhadra Wildlife Sanctuary,IN182,13.5614737953,75.6227566287,confirmed,confirmed,,43236,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,0
14025,0,18215,Asia,India,IND,Kemmangundi and Bababudan Hills,Kemmangundi and Bababudan Hills,IN192,13.4634830835,75.7457532113,confirmed,confirmed,confirmed,26180,little/none,0,"IUCN SSC Amphibian Specialist Group,. 2012. Nyctibatrachus dattatreyaensis. The IUCN Red List of Threatened Species 2012: e.T173018A1375545. http://dx.doi.org/10.2305/IUCN.UK.2012-1.RLTS.T173018A1375545.en. Downloaded on 24 February 2017.",Based on existing KBA boundaries,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,0
9021,0,18238,Asia,India,IND,Amarambalam Reserved Forest - Nilambur,Amarambalam Reserved Forest - Nilambur,IN232,11.3464866318,76.3362832231,confirmed,confirmed,,74034,whole,2,"Original boundary recieved from Partner in August 2010 was merged with adjacent, but larger CEPF boundary in June 2016",Digitized by BNHS,3. draft polygon,BNHS - CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,1
9097,0,18397,Asia,India,IND,Mukurthi National Park (Nilgiris),Mukurthi National Park (Nilgiris),IN273,11.2733498507,76.5091810126,confirmed,confirmed,,8109,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,1
9021,0,18238,Asia,India,IND,Amarambalam Reserved Forest - Nilambur,Amarambalam Reserved Forest - Nilambur,IN232,11.3464866318,76.3362832231,confirmed,confirmed,,74034,whole,2,"Original boundary recieved from Partner in August 2010 was merged with adjacent, but larger CEPF boundary in June 2016",Digitized by BNHS,3. draft polygon,BNHS - CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,8
9116,0,18257,Asia,India,IND,Silent Valley National Park,Silent Valley National Park,IN251,11.1366803489,76.438722849,confirmed,confirmed,,9172,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,8
9021,0,18238,Asia,India,IND,Amarambalam Reserved Forest - Nilambur,Amarambalam Reserved Forest - Nilambur,IN232,11.3464866318,76.3362832231,confirmed,confirmed,,74034,whole,2,"Original boundary recieved from Partner in August 2010 was merged with adjacent, but larger CEPF boundary in June 2016",Digitized by BNHS,3. draft polygon,BNHS - CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,174
15547,0,46907,Asia,India,IND,CamelÔÇÖs Hump Mountains,CamelÔÇÖs Hump Mountains,,11.3957372435,76.1178193476,confirmed,,,69587,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,-,BNHS,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,174
9022,0,18246,Asia,India,IND,Konni Reserve Forest,Konni Reserve Forest,IN240,9.1639236897,76.9947634572,confirmed,,,31715,most,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic",68,99,Western Ghats,,,India,,Asia,16
9044,0,24920,Asia,India,IND,Achankovil Forest Division,Achankovil Forest Division,,9.1544321316,77.1634492879,confirmed,confirmed,,25948,most,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,16
9022,0,18246,Asia,India,IND,Konni Reserve Forest,Konni Reserve Forest,IN240,9.1639236897,76.9947634572,confirmed,,,31715,most,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic",68,99,Western Ghats,,,India,,Asia,0
15560,0,18255,Asia,India,IND,Ranni Reserve Forest,Ranni Reserve Forest,IN249,9.323916729,77.0839328604,confirmed,confirmed,,97155,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015 / BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,0
9023,0,18247,Asia,India,IND,Kottiyoor Reserve Forest,Kottiyoor Reserve Forest,IN241,11.9348550276,75.8689010931,confirmed,,,3847,most,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,0
9047,0,18239,Asia,India,IND,Aralam Wildlife Sanctuary,Aralam Wildlife Sanctuary,IN233,11.9397085444,75.8596843959,confirmed,confirmed,,6045,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,0
9023,0,18247,Asia,India,IND,Kottiyoor Reserve Forest,Kottiyoor Reserve Forest,IN241,11.9348550276,75.8689010931,confirmed,,,3847,most,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,4
9057,0,18208,Asia,India,IND,Brahmagiri Wildlife Sanctuary,Brahmagiri Wildlife Sanctuary,IN185,12.0221829577,75.8722400996,confirmed,confirmed,,18072,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,4
9031,0,18381,Asia,India,IND,Berijam (Kodaikanal),Berijam (Kodaikanal),IN257,10.1977901962,77.3931731516,confirmed,,,14176,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic",68,99,Western Ghats,,,India,,Asia,138
9104,0,45257,Asia,India,IND,Palni Hills (including Kodaikanal Reserve Forest),Palni Hills (including Kodaikanal Reserve Forest),,10.2703762327,77.5271505904,,confirmed,,104294,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,138
9031,0,18381,Asia,India,IND,Berijam (Kodaikanal),Berijam (Kodaikanal),IN257,10.1977901962,77.3931731516,confirmed,,,14176,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic",68,99,Western Ghats,,,India,,Asia,4
9126,0,25016,Asia,India,IND,Theni Forest Divisions,Theni Forest Divisions,,9.9329686545,77.3139436717,,confirmed,,47613,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,4
9032,0,18387,Asia,India,IND,Grass Hills,Grass Hills,IN263,10.4705230311,76.8466380473,confirmed,confirmed,,555,whole,4,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic",68,99,Western Ghats,,,India,,Asia,6
13953,0,18389,Asia,India,IND,Indira Gandhi Wildlife Sanctuary and National Park,Indira Gandhi Wildlife Sanctuary and National Park,IN265,10.3837123161,77.0762219738,confirmed,confirmed,confirmed,98686,whole,7,"S.D. Biju, S.P. Vijayakumar, Sushil Dutta. 2004. Indirana phrynoderma. The IUCN Red List of Threatened Species 2004: e.T58314A11763836. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T58314A11763836.en. Downloaded on 24 February 2017.; S.D. Biju, Sushil Du*","Extension of existing AZE ""Indira Gandhi Wildlife Sanctuary and National Park"" to encompass remainder of Rhacophorus pseudomalabaricus distribution - by filling in the site's 'doughnut hole'",3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,6
9033,0,18400,Asia,India,IND,Poomparai and Kukkal,Poomparai and Kukkal,IN276,10.3449541476,77.3936323447,confirmed,,,9197,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic",68,99,Western Ghats,,,India,,Asia,45
9104,0,45257,Asia,India,IND,Palni Hills (including Kodaikanal Reserve Forest),Palni Hills (including Kodaikanal Reserve Forest),,10.2703762327,77.5271505904,,confirmed,,104294,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,45
9034,0,18401,Asia,India,IND,Shola around Kodaikanal,Shola around Kodaikanal,IN277,10.2086287598,77.503821822,confirmed,,,1055,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,"VU, endemic",68,99,Western Ghats,,,India,,Asia,11
