FID_Globa,"OBJECTID,N,10,0",SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Region_1,WCS_SH,Reason,sq_km
9022,0,18246,Asia,India,IND,Konni Reserve Forest,Konni Reserve Forest,IN240,9.1639236897,76.9947634572,confirmed,,,31715,most,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"VU, endemic",29,80,,,India,,South Asia,1,,301
9023,0,18247,Asia,India,IND,Kottiyoor Reserve Forest,Kottiyoor Reserve Forest,IN241,11.9348550276,75.8689010931,confirmed,,,3847,most,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"VU, endemic, other",29,80,,,India,,South Asia,1,,35
9024,0,18263,Asia,India,IND,Bhimashankar Wildlife Sanctuary,Bhimashankar Wildlife Sanctuary,IN154,19.1445687825,73.5573534511,confirmed,confirmed,,15909,whole,1,Recieved from Partner in August 2010,Digitized by BNHS - Adopted in favour of KBA polygon even though differes in size from WDPA,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,78
9026,0,18266,Asia,India,IND,"INS - Shivaji and adjoining areas, Lonavla","INS - Shivaji and adjoining areas, Lonavla",IN157,18.6716758477,73.3474843291,confirmed,confirmed,,11332,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,105
9027,0,18269,Asia,India,IND,Koyna Wildlife Sanctuary,Koyna Wildlife Sanctuary,IN160,17.5731174621,73.7260081797,confirmed,confirmed,,48775,whole,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,488
9028,0,18276,Asia,India,IND,Radhanagari Wildlife Sanctuary,Radhanagari Wildlife Sanctuary,IN167,16.3296293612,73.9483886674,confirmed,confirmed,,45214,whole,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,452
9030,0,18280,Asia,India,IND,Tansa Wildlife Sanctuary,Tansa Wildlife Sanctuary,IN171,19.5957920968,73.2824755412,confirmed,confirmed,,40679,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, other",29,80,,,India,,South Asia,1,,407
9033,0,18400,Asia,India,IND,Poomparai and Kukkal,Poomparai and Kukkal,IN276,10.3449541476,77.3936323447,confirmed,,,9197,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"VU, endemic",29,80,,,India,,South Asia,1,,47
9044,0,24920,Asia,India,IND,Achankovil Forest Division,Achankovil Forest Division,,9.1544321316,77.1634492879,confirmed,confirmed,,25948,most,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,216
9046,0,24924,Asia,India,IND,Agumbe Reserve Forest,Agumbe Reserve Forest,,13.5646146999,75.0743587708,,confirmed,,5715,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,57
9047,0,18239,Asia,India,IND,Aralam Wildlife Sanctuary,Aralam Wildlife Sanctuary,IN233,11.9397085444,75.8596843959,confirmed,confirmed,,6045,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,60
9048,0,24927,Asia,India,IND,Attapadi Reserve Forest,Attapadi Reserve Forest,,11.0967496708,76.5566911841,,confirmed,,19676,some,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,other,29,80,,,India,,South Asia,1,,139
9049,0,24929,Asia,India,IND,Balahalli Reserve Forest,Balahalli Reserve Forest,,13.484194294,75.1236679085,,confirmed,,2265,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,23
9050,0,24930,Asia,India,IND,Balur Reserve Forest,Balur Reserve Forest,,13.0538544237,75.5113417968,,confirmed,,8429,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,other,29,80,,,India,,South Asia,1,,84
9051,0,18204,Asia,India,IND,Bannerghatta National Park,Bannerghatta National Park,IN181,12.7175086693,77.576104311,confirmed,confirmed,,10316,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,6
9052,0,24933,Asia,India,IND,Baregundi Reserve Forest  - Shankaranarayan Reserve Forest,Baregundi Reserve Forest  - Shankaranarayan Reserve Forest,,13.7347728311,74.9358903843,,confirmed,,3032,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,30
9053,0,45249,Asia,India,IND,Barpede Cave,Barpede Cave,,15.5547512215,74.3180723262,,confirmed,,300,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,endemic,29,80,,,India,,South Asia,1,,2
9054,0,24934,Asia,India,IND,Bhagimalai Reserve Forest - Subramanya Reserve Forest,Bhagimalai Reserve Forest - Subramanya Reserve Forest,,12.7395601038,75.6314027502,,confirmed,,2691,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,27
9055,0,18207,Asia,India,IND,Biligiri Rangaswamy Temple Wildlife Sanctuary and Hills,Biligiri Rangaswamy Temple Wildlife Sanctuary and Hills,IN184,11.9148718838,77.1554536802,confirmed,confirmed,,58477,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,585
9056,0,24935,Asia,India,IND,Bisale Reserve Forest,Bisale Reserve Forest,,12.7296975717,75.6681363087,,confirmed,,4012,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,40
9057,0,18208,Asia,India,IND,Brahmagiri Wildlife Sanctuary,Brahmagiri Wildlife Sanctuary,IN185,12.0221829577,75.8722400996,confirmed,confirmed,,18072,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,177
9058,0,18384,Asia,India,IND,Cairn Hill Reserve Forest (Nilgiri),Cairn Hill Reserve Forest (Nilgiri),IN260,11.3857060563,76.6831529964,confirmed,confirmed,,202,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"VU, endemic",29,80,,,India,,South Asia,1,,2
9059,0,45251,Asia,India,IND,Cardamom Hills Reserve Forest,Cardamom Hills Reserve Forest,,9.8957820987,77.1611727517,,confirmed,,38693,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,357
9060,0,18209,Asia,India,IND,Cauvery Wildlife Sanctuary,Cauvery Wildlife Sanctuary,IN186,12.1793993594,77.5341804175,confirmed,confirmed,,58231,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,582
9061,0,24940,Asia,India,IND,Chakra Reserve Forest - Hosanagara Reserve Forest,Chakra Reserve Forest - Hosanagara Reserve Forest,,13.8797355317,74.892581969,,confirmed,,1083,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,11
9062,0,24944,Asia,India,IND,Charmadi Reserve Forest,Charmadi Reserve Forest,,13.0701132909,75.4347328554,,confirmed,,5071,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,51
9063,0,18240,Asia,India,IND,Chimmony Wildlife Sanctuary,Chimmony Wildlife Sanctuary,IN234,10.4431569303,76.4914757997,confirmed,confirmed,,7959,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,79
9064,0,18241,Asia,India,IND,Chinnar Wildlife Sanctuary,Chinnar Wildlife Sanctuary,IN235,10.3108919525,77.1968701232,confirmed,confirmed,,8393,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,84
9065,0,24945,Asia,India,IND,Conoor,Conoor,,11.3500000001,76.8166670001,,confirmed,,305,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,3
9066,0,18210,Asia,India,IND,Dandeli Wildlife Sanctuary,Dandeli Wildlife Sanctuary,IN187,15.1508759534,74.4812624894,confirmed,confirmed,,90264,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,901
9067,0,45252,Asia,India,IND,Erode Forest Division,Erode Forest Division,,11.775510602,77.554356076,,confirmed,,89473,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,CR/EN,29,80,,,India,,South Asia,1,,885
9068,0,18386,Asia,India,IND,Governor's Shola (Nilgiri),Governor's Shola (Nilgiri),IN262,11.3928180602,76.6250624702,confirmed,confirmed,,2286,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"VU, endemic",29,80,,,India,,South Asia,1,,23
9069,0,24947,Asia,India,IND,Haliyal Reserve Forest,Haliyal Reserve Forest,,15.3074375264,74.7178183035,,confirmed,,2916,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,endemic,29,80,,,India,,South Asia,1,,29
9070,0,24949,Asia,India,IND,High Wavy Mountains,High Wavy Mountains,,9.6277308161,77.3753118181,,confirmed,,14306,most,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,116
9071,0,45253,Asia,India,IND,Hosur Forest Division,Hosur Forest Division,,12.3237744724,77.7040056834,,confirmed,,94963,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,CR/EN,29,80,,,India,,South Asia,1,,950
9072,0,24950,Asia,India,IND,Hulikal SF - Hosanagara Reserve Forest,Hulikal SF - Hosanagara Reserve Forest,,13.7246762637,75.0093766175,,confirmed,,1105,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,11
9073,0,18243,Asia,India,IND,Idukki Wildlife Sanctuary,Idukki Wildlife Sanctuary,IN237,9.7792659311,76.9794111808,confirmed,confirmed,,21942,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,219
9074,0,24951,Asia,India,IND,Kabbinale Reserve Forest,Kabbinale Reserve Forest,,12.9065164271,75.6029953186,,confirmed,,7060,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,other,29,80,,,India,,South Asia,1,,71
9075,0,24952,Asia,India,IND,Kagneri Reserve Forest,Kagneri Reserve Forest,,12.8089241404,75.6445384139,,confirmed,,3051,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,other,29,80,,,India,,South Asia,1,,31
9076,0,24953,Asia,India,IND,Kallar forests - Ooty,Kallar forests - Ooty,,11.3402493999,76.864469495,,confirmed,,301,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,3
9077,0,24948,Asia,India,IND,Harishchandragad-Kalsubai Wildlife Sanctuary,Harishchandragad-Kalsubai Wildlife Sanctuary,,19.3097416531,73.4588200554,,confirmed,,761,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,endemic,29,80,,,India,,South Asia,1,,8
9078,0,24954,Asia,India,IND,Kanchankumari Reserve Forest,Kanchankumari Reserve Forest,,12.8393009352,75.7025010852,,confirmed,,921,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,other,29,80,,,India,,South Asia,1,,9
9079,0,18216,Asia,India,IND,Kemphole Reserve Forest,Kemphole Reserve Forest,IN193,12.8511417032,75.6550334021,confirmed,confirmed,,3160,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"VU, endemic, other",29,80,,,India,,South Asia,1,,32
9080,0,24958,Asia,India,IND,Kerti Reserve Forest,Kerti Reserve Forest,,12.1195517742,75.7231383019,,confirmed,,7909,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,79
9081,0,24959,Asia,India,IND,Kidu Reserve Forest  -  Subramanya Reserve Forest,Kidu Reserve Forest  -  Subramanya Reserve Forest,,12.7113192308,75.5974886872,,confirmed,,2816,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,28
9082,0,24960,Asia,India,IND,Kilarmale Reserve Forest - Subramanya Reserve Forest,Kilarmale Reserve Forest - Subramanya Reserve Forest,,12.5505863085,75.5814303868,,confirmed,,4894,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,49
9083,0,24961,Asia,India,IND,Killandur Reserve Forest - Hosanagara Reserve Forest,Killandur Reserve Forest - Hosanagara Reserve Forest,,13.8055086883,74.9518633345,,confirmed,,6470,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,65
9084,0,24962,Asia,India,IND,Kiribag Reserve Forest -  Subramanya Reserve Forest,Kiribag Reserve Forest -  Subramanya Reserve Forest,,12.5781861691,75.6432110117,,confirmed,,4070,some,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,41
9085,0,24964,Asia,India,IND,Kodachadri Reserve Forest - Hosanagara Reserve Forest,Kodachadri Reserve Forest - Hosanagara Reserve Forest,,13.8833908149,74.8631109227,,confirmed,,1123,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,11
9086,0,24965,Asia,India,IND,Kodanad - Nilgiri,Kodanad - Nilgiri,,11.5166594599,76.9166732271,,confirmed,,305,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"VU, endemic",29,80,,,India,,South Asia,1,,3
9087,0,45254,Asia,India,IND,Kollegal Forest Division,Kollegal Forest Division,,11.9774157916,77.4419708758,,confirmed,,109813,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,CR/EN,29,80,,,India,,South Asia,1,,1092
9089,0,18248,Asia,India,IND,Kulahupuzha Reserved Forest,Kulahupuzha Reserved Forest,IN242,8.7942683442,77.1197742695,confirmed,confirmed,de-listed,36329,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,363
9090,0,45255,Asia,India,IND,Kundah Reserve Forest - Avalanche & Bison Swamp,Kundah Reserve Forest - Avalanche & Bison Swamp,,11.2539256222,76.5727840363,,confirmed,,9140,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,91
9091,0,24972,Asia,India,IND,Mahabaleshwar Reserve Forest,Mahabaleshwar Reserve Forest,,17.91667,73.6666669998,,confirmed,,296,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,3
9092,0,24973,Asia,India,IND,Malayattur Reserve Forest,Malayattur Reserve Forest,,10.2066262696,76.7419386167,confirmed,confirmed,,58972,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,,01/20/16,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,590
9093,0,24978,Asia,India,IND,Metkalgudde Reserve Forest - Shankaranarayan Reserve Forest,Metkalgudde Reserve Forest - Shankaranarayan Reserve Forest,,13.6839143205,74.970112868,,confirmed,,2566,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,,01/20/16,,,"CR/EN, endemic",29,80,,,India,,South Asia,1,,26
